term;document;value
something;8.txt;3
new;8.txt;3
even;8.txt;3
used;8.txt;3
letter;8.txt;3
suggest;8.txt;3
rather;8.txt;3
thought;8.txt;3
site;8.txt;3
see;8.txt;3
perceived;8.txt;3
muffin;8.txt;3
make;8.txt;3
providersproviders;8.txt;3
questionquestion;8.txt;3
namename;8.txt;3
conditionsconditions;8.txt;3
infoinfo;8.txt;3
interestedinterested;8.txt;3
resourcesresources;8.txt;3
itemsitems;8.txt;3
commentscomments;8.txt;3
commentcomment;8.txt;3
thinkthink;8.txt;3
newnew;8.txt;3
patientpatient;8.txt;3
linklink;8.txt;3
surveysurvey;8.txt;3
goodgood;8.txt;3
love;8.txt;2
put;8.txt;2
many;8.txt;2
receiving;8.txt;2
nice;8.txt;2
fond;8.txt;2
suppose;8.txt;2
go;8.txt;2
assuming;8.txt;2
everyone;8.txt;2
refrigerators;8.txt;2
parents;8.txt;2
ss;8.txt;2
order;8.txt;2
susan;8.txt;2
add;8.txt;2
focus;8.txt;2
millions;8.txt;2
pre;8.txt;2
weight;8.txt;2
physically;8.txt;2
inactive;8.txt;2
relative;8.txt;2
low;8.txt;2
hdls;8.txt;2
triglycerides;8.txt;2
focused;8.txt;2
generation;8.txt;2
set;8.txt;2
smartphones;8.txt;2
smith;8.txt;2
pa;8.txt;2
suggested;8.txt;2
usage;8.txt;2
btw;8.txt;2
went;8.txt;2
enough;8.txt;2
join;8.txt;2
save;8.txt;2
recipes;8.txt;2
dietitian;8.txt;2
support;8.txt;2
found;8.txt;2
health;8.txt;2
professional;8.txt;2
page;8.txt;2
tab;8.txt;2
already;8.txt;2
print;8.txt;2
possible;8.txt;2
least;8.txt;2
sample;8.txt;2
purchasing;8.txt;2
maybe;8.txt;2
free;8.txt;2
submitting;8.txt;2
enticement;8.txt;2
shoes;8.txt;2
week;8.txt;2
clinicians;8.txt;2
definitely;8.txt;2
hand;8.txt;2
hear;8.txt;2
wonder;8.txt;2
way;8.txt;2
specific;8.txt;2
obviously;8.txt;2
need;8.txt;2
hipaa-protected;8.txt;2
send;8.txt;2
back;8.txt;2
said;8.txt;2
glucerna;8.txt;2
trial;8.txt;2
thing;8.txt;2
changing;8.txt;2
please;8.txt;2
sounds;8.txt;2
chain;8.txt;2
enclosed;8.txt;2
feel;8.txt;2
best;8.txt;2
served;8.txt;2
visual;8.txt;2
message;8.txt;2
intuitive;8.txt;2
graphic;8.txt;2
donut;8.txt;2
breakfast;8.txt;2
sandwich;8.txt;2
majority;8.txt;2
invested;8.txt;2
especially;8.txt;2
incentives;8.txt;2
access;8.txt;2
ideas;8.txt;2
keep;8.txt;2
track;8.txt;2
qr;8.txt;2
getting;8.txt;2
easier;8.txt;2
smart;8.txt;2
another;8.txt;2
say;8.txt;2
libre;8.txt;2
reader;8.txt;2
receiver;8.txt;2
capture;8.txt;2
every;8.txt;2
different;8.txt;2
abilities;8.txt;2
preferences;8.txt;2
physical;8.txt;2
website;8.txt;2
text;8.txt;2
offers;8.txt;2
service;8.txt;2
number;8.txt;2
else;8.txt;2
fails;8.txt;2
solicit;8.txt;2
savvy;8.txt;2
grandchild;8.txt;2
niece;8.txt;2
nephew;8.txt;2
verbiage;8.txt;2
loved;8.txt;2
sign;8.txt;2
reply;8.txt;2
supposesuppose;8.txt;2
everyoneeveryone;8.txt;2
refrigeratorsrefrigerators;8.txt;2
magnetsmagnets;8.txt;2
remindersreminders;8.txt;2
triglyceridestriglycerides;8.txt;2
magnetmagnet;8.txt;2
usageusage;8.txt;2
suresure;8.txt;2
joinjoin;8.txt;2
supportsupport;8.txt;2
kitkit;8.txt;2
smallsmall;8.txt;2
includeinclude;8.txt;2
weekweek;8.txt;2
opportunityopportunity;8.txt;2
wayway;8.txt;2
feedbackfeedback;8.txt;2
hipaa-protectedhipaa-protected;8.txt;2
clinicianclinician;8.txt;2
thingthing;8.txt;2
soundssounds;8.txt;2
kitskits;8.txt;2
couponcoupon;8.txt;2
donutdonut;8.txt;2
majoritymajority;8.txt;2
ideasideas;8.txt;2
codecode;8.txt;2
receiverreceiver;8.txt;2
preferencespreferences;8.txt;2
numbernumber;8.txt;2
helphelp;8.txt;2
nieceniece;8.txt;2
verbiageverbiage;8.txt;2
xyzxyz;8.txt;2
answers;8.txt;1
change;8.txt;1
educating;8.txt;1
teach;8.txt;1
importance;8.txt;1
glycemic;8.txt;1
control;8.txt;1
nutrition;8.txt;1
id;8.txt;1
highest;8.txt;1
risk;8.txt;1
promotions;8.txt;1
instruct;8.txt;1
remind;8.txt;1
whatever;8.txt;1
noted;8.txt;1
trouble;8.txt;1
paper;8.txt;1
folks;8.txt;1
year;8.txt;1
old;8.txt;1
population;8.txt;1
struggle;8.txt;1
tools;8.txt;1
prior;8.txt;1
responses;8.txt;1
stay;8.txt;1
package;8.txt;1
surprise;8.txt;1
additional;8.txt;1
enables;8.txt;1
thankful;8.txt;1
give;8.txt;1
reading;8.txt;1
first;8.txt;1
time;8.txt;1
seems;8.txt;1
though;8.txt;1
taste;8.txt;1
test;8.txt;1
although;8.txt;1
point;8.txt;1
goal;8.txt;1
meal;8.txt;1
plan;8.txt;1
talked;8.txt;1
earlier;8.txt;1
sessions;8.txt;1
benefits;8.txt;1
reiterate;8.txt;1
opt;8.txt;1
share;8.txt;1
names;8.txt;1
walk;8.txt;1
looks;8.txt;1
yes;8.txt;1
find;8.txt;1
frequent;8.txt;1
reminder;8.txt;1
doughnut;8.txt;1
cake-like;8.txt;1
nutritious;8.txt;1
suggestion;8.txt;1
rn;8.txt;1
dnp;8.txt;1
msn;8.txt;1
fnp;8.txt;1
mba;8.txt;1
holly;8.txt;1
jodon;8.txt;1
mpas;8.txt;1
pa-c;8.txt;1
easily;8.txt;1
seen;8.txt;1
accessible;8.txt;1
appreciated;8.txt;1
answersanswers;8.txt;1
nutritionnutrition;8.txt;1
remindremind;8.txt;1
technologytechnology;8.txt;1
folksfolks;8.txt;1
populationpopulation;8.txt;1
manymany;8.txt;1
responsesresponses;8.txt;1
surprisesurprise;8.txt;1
customercustomer;8.txt;1
timetime;8.txt;1
testtest;8.txt;1
planplan;8.txt;1
benefitsbenefits;8.txt;1
incorporateincorporate;8.txt;1
papa;8.txt;1
overalloverall;8.txt;1
yesyes;8.txt;1
sandwichsandwich;8.txt;1
ashlynashlyn;8.txt;1
muffinmuffin;8.txt;1
suggestionsuggestion;8.txt;1
msnmsn;8.txt;1
mbamba;8.txt;1
sitesite;8.txt;1
replyreply;8.txt;1
tipstips;8.txt;1
thoughtfulthoughtful;8.txt;1
smartphonessmartphones;8.txt;1
would;9.txt;8
questions;9.txt;7
put;9.txt;7
kit;9.txt;6
patient;9.txt;5
office;9.txt;5
rep;9.txt;5
mail;9.txt;5
samples;9.txt;5
answer;9.txt;5
questionsquestions;9.txt;5
much;9.txt;4
think;9.txt;4
direct;9.txt;4
context;9.txt;4
clinician;9.txt;4
make;9.txt;4
reps;9.txt;4
kitkit;9.txt;4
mailmail;9.txt;4
samplessamples;9.txt;4
providers;9.txt;3
yes;9.txt;3
sorts;9.txt;3
probably;9.txt;3
automatically;9.txt;3
unpack;9.txt;3
mailed;9.txt;3
thanks;9.txt;3
explaining;9.txt;2
right;9.txt;2
person;9.txt;2
product;9.txt;2
delivered;9.txt;2
lost;9.txt;2
know;9.txt;2
time;9.txt;2
meet;9.txt;2
provider;9.txt;2
information;9.txt;2
key;9.txt;2
sometimes;9.txt;2
like;9.txt;2
often;9.txt;2
processed;9.txt;2
without;9.txt;2
clinicians;9.txt;2
involvement;9.txt;2
pt;9.txt;2
ed;9.txt;2
materials;9.txt;2
plus;9.txt;2
contact;9.txt;2
putting;9.txt;2
answering;9.txt;2
initial;9.txt;2
significantly;9.txt;2
increases;9.txt;2
likelihood;9.txt;2
remember;9.txt;2
use;9.txt;2
comments;9.txt;2
ashlyn;9.txt;2
smith;9.txt;2
might;9.txt;2
difference;9.txt;2
addressed;9.txt;2
specific;9.txt;2
personalized;9.txt;2
good;9.txt;2
point;9.txt;2
ability;9.txt;2
everything;9.txt;2
letter;9.txt;2
included;9.txt;2
info;9.txt;2
encouraging;9.txt;2
follow-up;9.txt;2
call;9.txt;2
schedule;9.txt;2
meeting;9.txt;2
utilized;9.txt;2
materialsmaterials;9.txt;2
contactcontact;9.txt;2
contextcontext;9.txt;2
commentscomments;9.txt;2
clinicianclinician;9.txt;2
abilityability;9.txt;2
letterletter;9.txt;2
prefer;9.txt;1
obtaining;9.txt;1
increase;9.txt;1
buy;9.txt;1
ensures;9.txt;1
getting;9.txt;1
difficult;9.txt;1
question;9.txt;1
believe;9.txt;1
deliver;9.txt;1
home;9.txt;1
limited;9.txt;1
capacity;9.txt;1
medical;9.txt;1
practices;9.txt;1
packages;9.txt;1
chance;9.txt;1
things;9.txt;1
misplaced;9.txt;1
order;9.txt;1
visit;9.txt;1
let;9.txt;1
expect;9.txt;1
constraints;9.txt;1
need;9.txt;1
presented;9.txt;1
succinctly;9.txt;1
points;9.txt;1
pieces;9.txt;1
evidence;9.txt;1
based;9.txt;1
research;9.txt;1
resources;9.txt;1
explained;9.txt;1
sift;9.txt;1
look;9.txt;1
find;9.txt;1
makes;9.txt;1
recommending;9.txt;1
simpler;9.txt;1
simple;9.txt;1
better;9.txt;1
way;9.txt;1
actually;9.txt;1
come;9.txt;1
lunch;9.txt;1
personalizing;9.txt;1
addresses;9.txt;1
crucial;9.txt;1
received;9.txt;1
kits;9.txt;1
great;9.txt;1
items;9.txt;1
pa;9.txt;1
comment;9.txt;1
reply;9.txt;1
maria;9.txt;1
lena;9.txt;1
walls;9.txt;1
np;9.txt;1
preferprefer;9.txt;1
personperson;9.txt;1
questionquestion;9.txt;1
homehome;9.txt;1
packagespackages;9.txt;1
thingsthings;9.txt;1
orderorder;9.txt;1
letlet;9.txt;1
constraintsconstraints;9.txt;1
informationinformation;9.txt;1
evidenceevidence;9.txt;1
resourcesresources;9.txt;1
providersproviders;9.txt;1
findfind;9.txt;1
productproduct;9.txt;1
simplesimple;9.txt;1
officeoffice;9.txt;1
lunchlunch;9.txt;1
providerprovider;9.txt;1
kitskits;9.txt;1
greatgreat;9.txt;1
useuse;9.txt;1
itemsitems;9.txt;1
thinkthink;9.txt;1
papa;9.txt;1
thanksthanks;9.txt;1
npnp;9.txt;1
