Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"Everyone on our team is reflected on the resource, though in some situations patients may wish to continue with their initial movement disorders specialist rather than see me exclusively.",,,12/4/20 8:46
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,I am on the proceduralist side.  Once we get a consult for Duopa PEG-J.  My NP and GI lab scheduler are in frequent contact with both our AbbVie rep and the neurologist clinic Nurse Manager to arrange scheduling once medications are approved.,,,12/3/20 16:33
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,Aside from the members already listed I would also include the Duopa team RN who helps the neurology provider in clinic with the titration process.,,,12/3/20 11:51
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"I agree with Jessica Karl, PhD, PA-C. Our Abbvie nurse educator is part of every titration visit.",,,12/9/20 12:18
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"In our setting, the Movement Disorder Clinic contacts my IR Clinic scheduler and sends a consult note to substantiate it. 
We then see the patient in the Clinic , where we complete the preprocedure evaluation and clinical exam. We also review any pertinent imaging and if need be request more imaging to ensure 'safe window' for the procedure. We only see patients in the clinic who have preauthorization for Duopa Treatment. The patient then gets scheduled usually in a 1 to 2 week time frame with anesthesia in the IR suite. We do our best to accomodate patient and Movement Disorder requests, i.e : we have successfully performed the procedure on a patient seen in the Clinic on a tuesday morning and procedure performed same friday morning.",,,12/4/20 11:44
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"I will echo Tom Davis and Caitlin Houghton, MD.  I fortunately have 2 excellent nurse practitioners in my surgical clinic who see all of the AbbVie patients.  If the patients are particularly complex in terms of prior abdominal surgery, I will generally see them as well in clinic prior to their tube placement.  However, if they have had minimal or no prior abdominal surgery and seem relatively straightforward, the NPs will just put them on my surgical schedule and I will meet the patient on the day of the procedure.

Postoperatively, the NPs also play an important role, as patients that have tube malfunctions will first come to the clinic to be evaluated by them.  They have all the necessary hardware in clinic so that they can replace connectors and reinsert J tubes that have pulled out to a small degree.  If the J-tube is pulled out a significant amount, the NPs will order a KUB, and then often refer the patient to our interventional radiologist, if needed.",,,12/10/20 14:53
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"At Northwestern, all Duopa patients are referred to a particular neurologist (Avram Fraint) to take over their management if they proceed with Duopa. Although Dr. Fraint takes over the care of Duopa patients, the referring movement disorders specialists do continue to be involved in decision making/answering questions about Duopa until the patient actually proceeds with the PEG-J procedure. The patient's established movement disorders specialist can often be critical in the patient's decision to actually move forward with Duopa.",,,12/2/20 10:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"Our neurology clinic runs similar to the treatment team roles. We have not seen the Duopa RN for years, and I think that is a shame that there is not additional services at certain centers. Patients require such a standardization.",,,12/9/20 21:24
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"This is interesting, thanks for the comment Tom Davis .  Regarding your comment about patients being more willing to consider ""advanced therapies"" if they can keep their provider.  Would you think patients that are referred from a General Neuro to a MDS are more reluctant to start an advanced therapy as they may not be as easily managed by their GN or provider they have a long term relationship with?  Would they be more comfortable if they knew that they were simply going to the movement disorder center to have the therapy completed and then return to their long standing physician?","At Vanderbilt all of the movement providers inject botulinum toxin, and manage patients on DBS, Duopa, and apomorphine. All patients who are candidates for both Duopa and DBS are offered both therapies.  I think patients are more willing to consider ""advanced therapies"" if they can keep the provider with whom they have a long term relationship.  NP/PA s in movement disorders and general surgery have been very helpful in managing the urgencies that can occur with advanced therapies.",Tom Davis,12/6/20 6:47
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"During in-clinic titration I like to have the AbbVie nurse educator be part of the team.
At Rush, we have a different model than the one described by Tom Davis. Within our movement disorder practice patients are referred for Duopa mostly to Jessica Karl, PhD, PA-C and me. After they are stabilized they often stay with us, but some like the option of going back to their original provider and come and see us when there is a specific infusion issue. Some alternate visits between us and the original person.",,,12/7/20 8:20
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,2,"Thinking about how your Duopa Treatment Team has evolved over time, what aspects of your process contribute the most to your success?",,,Completely agree with Avram. Carolyn works tirelessly with this patient population and does an excellent job communicating with their families and helping to get follow-up arranged seamlessly. We try and support as much as we can from a GI perspective with getting patients in for an evaluation and troubleshooting tube issues when they arise in quick manor to match the level of care that Carolyn and Avram provide.,Thankfully Carolyn Taylor has lots of experience in this area and is the main reason (from the neurology side) our Duopa program runs so smoothly.,"Avram Fraint, MD, MS",12/10/20 7:37
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,2,"Thinking about how your Duopa Treatment Team has evolved over time, what aspects of your process contribute the most to your success?",,,"Lack of experience with these tubes (or tubes in general) and also the lack of bandwidth to help accommodate these patients when issues arise. Thankfully AbbVie and the nurse educators have been incredibly supportive and have been present at my clinic visits and during tube placement/exchanges to help ensure optimal troubleshooting and functioning of the tube itself. It gives me piece of mind that I have solid support backing my clinical practice, but also instills in me a sense of personal confidence when placing and troubleshooting this technology. I have been more inclined to refer other colleagues to start placing these tubes as well because of this and have started to partner with some of our surgery colleagues (Dr. Ezra Teitelbaum) and our Radiology Colleagues (Heather Molina PA-C) as well who also help with these tube placements.","@all When you speak with colleagues/peers who are not involved in Duopa Treatment Teams, what have you heard about why they have not formed or joined a team?",Brad Durbin,12/10/20 7:41
